parameters;mean;std;naive_se;mcse;ess;rhat;ess_per_sec
d2[1];1.1584024442517313;0.2928731866952298;0.0037809765820710694;0.0039041436589475655;6006.67123246979;0.9996651379751778;4.252062070953075
d2[2];1.151509653254937;0.2901981794068646;0.0037464423864749957;0.0038749885289784533;5973.584110302154;1.0002637568756916;4.228640030398319
d2[3];1.152082272875602;0.2933692942632818;0.003787381303234378;0.0036401828546724475;6107.261126348948;0.9999457175731314;4.323268643767099
d2[4];1.1534509307285288;0.29472084221539563;0.00380482971226817;0.0038182343121890964;5973.566102789257;1.0001085320250387;4.2286272830612965
d2[5];1.1556478313737586;0.29323890991927337;0.003785698048591209;0.004181023585369926;5956.989565530864;1.0002903523606208;4.216892919282047
d2[6];1.151891283247583;0.29145813301670825;0.0037627083176347237;0.0033254520241197275;5927.595314019469;0.9996668399993737;4.196085024673128
v[1];1.5059865096005591;0.38083048385292617;0.0049165004056349855;0.005218670779124441;5482.047845157069;0.9995163656657124;3.8806864586723733
v[2];1.5034446596144626;0.3796604692211115;0.004901395581688861;0.004415992723441902;6059.312191130064;0.9997136615676061;4.289326075429965
v[3];1.5074969994336018;0.38788680806958953;0.005007597159556909;0.004730470847187256;5949.836671183305;1.0002068336225014;4.211829457411788
v[4];1.5014116322457982;0.38177737288384034;0.004928724690459776;0.005268730848036437;5870.915905701097;0.9999108179224588;4.155962242355389
u0[1];0.49622146324998184;0.2869024435827868;0.0037038946199411545;0.00405927921482778;6108.500431769228;0.9999493422978983;4.324145935592797
u0[2];0.4938380165839466;0.28763035783164187;0.00371329195248543;0.0038976495203915597;5651.45712728864;1.0002160862988099;4.0006095833350255
u0[3];0.49282744138503465;0.2892592355396722;0.0037343206732727966;0.004163081581938286;5921.502331830154;1.0002654828845283;4.191771863945081
u0[4];0.5017099307577858;0.2882820705983865;0.003721705528125806;0.0040438606623427594;5735.818528738035;0.9999537506007825;4.06032816979875
u0[5];0.5039777567667167;0.2883864193967032;0.0037230526653193965;0.0033355954847142035;5907.317076308853;0.9996033460858955;4.1817302644243926
u0[6];0.4988262308511225;0.29079978399408885;0.003754209068299401;0.004009324846484919;6430.344955939411;1.0000626442965281;4.551976432885601
