parameters;mean;std;naive_se;mcse;ess;rhat;ess_per_sec
model_sd[21,6];0.21151454478812065;0.05217537374526261;0.0008249650940278987;0.0007828733094803767;4669.520060795241;1.0003409565231238;0.007896459271783252
model_sd[22,6];0.43581497914819806;0.10878257024421757;0.0017200034584949335;0.002191188948447479;3286.304993784621;1.0002644080699503;0.005557353475350256
model_sd[23,6];0.32744531670927834;0.07955385321136373;0.00125785686395305;0.0012399896308774591;4340.385433557307;1.0002034114183451;0.007339871411557786
model_sd[24,6];0.3328059058615904;0.07874943627985168;0.0012451379154931413;0.0012240137122242376;4596.195643623174;1.0003787117542602;0.007772462958181835
b[1];1.6860096669596898;0.34388624426163444;0.005437318939338865;0.006648590614329982;2742.208205283674;1.0001449081106992;0.004637250750794428
b[2];1.022166741139917;0.19079867428286862;0.0030167919263722922;0.005155729034342074;1801.4402303782683;1.0006501523640579;0.00304635149320062
d[1];0.20300554730799905;0.04699445733712755;0.0007430476129446723;0.0007190958736759482;4474.681693820836;0.9996553142034996;0.007566975040135656
d[2];0.195470889108237;0.04643081637762297;0.0007341356668716861;0.0007458852913860961;3800.300319785875;1.0000925860125776;0.0064265526874347275
d[3];0.19271168591883436;0.04634809368467422;0.0007328277062521821;0.0009428949257227924;3015.789790554317;0.9994988404442299;0.005099894837868254
d[4];0.2058520259897684;0.05039094119574569;0.0007967507380908255;0.0006532679477649503;5421.341437332405;0.9992207990379771;0.009167837658038793
d[5];0.2167930051137998;0.05265084080851754;0.0008324828883892834;0.0006925882247897582;5192.746854142947;0.9998480724762726;0.008781269489917806
d[6];0.1997663818647252;0.04571225553622101;0.0007227742223905001;0.0010346757117742325;2295.4399459871543;1.0003786615404222;0.003881736839829529
d2[1];0.3421025600220199;0.10186105066916262;0.0016105646248618616;0.0016794507849860324;3139.501670395705;1.0000995116107707;0.005309099597219239
d2[2];0.5249951952883866;0.22206165754362248;0.003511103094150792;0.0046621308511925665;2006.0300763103428;0.9998824272537592;0.0033923261040363006
d2[3];0.47661587089698404;0.1951745788293088;0.003085981052323478;0.004477692886977154;2021.2691525331416;1.000295355010907;0.0034180963637559765
d2[4];0.6624358590536562;0.3577203252588892;0.005656054965771758;0.0070537390253496675;2295.2078004337022;0.9993853150077373;0.0038813442667419112
d2[5];0.46026277663291115;0.25366735061622725;0.004010832979838975;0.00626395853338612;1673.174943917302;1.0018668944025884;0.002829446629887935
